id,function_name,call_data_time,execution_time,username_clicker
469,set_current_user,Mon Apr 29 15:21:11 2024,0.0009968280792236328,a.ri
470,login_button_clicked,Mon Apr 29 15:21:11 2024,0.012965679168701172,a.ri
471,load_data,Mon Apr 29 15:21:11 2024,0.003989219665527344,a.ri
472,show_user,Mon Apr 29 15:21:11 2024,0.007979154586791992,a.ri
473,set_current_user,Mon Apr 29 16:18:30 2024,0.000997304916381836,a.ri
474,login_button_clicked,Mon Apr 29 16:18:30 2024,0.01296234130859375,a.ri
475,load_data,Mon Apr 29 16:18:31 2024,0.0029935836791992188,a.ri
476,show_user,Mon Apr 29 16:18:31 2024,0.009966373443603516,a.ri
477,set_current_user,Mon Apr 29 16:20:25 2024,0.0,a.ri
478,login_button_clicked,Mon Apr 29 16:20:25 2024,0.011967897415161133,a.ri
479,load_data,Mon Apr 29 16:20:26 2024,0.00299072265625,a.ri
480,show_user,Mon Apr 29 16:20:26 2024,0.008971929550170898,a.ri
481,set_current_user,Mon Apr 29 16:23:42 2024,0.0019941329956054688,a.ri
482,login_button_clicked,Mon Apr 29 16:23:42 2024,0.01495981216430664,a.ri
483,load_data,Mon Apr 29 16:23:43 2024,0.005984783172607422,a.ri
484,show_user,Mon Apr 29 16:23:43 2024,0.010969877243041992,a.ri
485,set_current_user,Mon Apr 29 16:24:35 2024,0.0009970664978027344,a.ri
486,login_button_clicked,Mon Apr 29 16:24:35 2024,0.013962507247924805,a.ri
487,load_data,Mon Apr 29 16:24:36 2024,0.003989458084106445,a.ri
488,show_user,Mon Apr 29 16:24:36 2024,0.00997304916381836,a.ri
489,set_current_user,Mon Apr 29 16:30:05 2024,0.0,a.ri
490,login_button_clicked,Mon Apr 29 16:30:05 2024,0.010970830917358398,a.ri
491,load_data,Mon Apr 29 16:30:06 2024,0.0029921531677246094,a.ri
492,show_user,Mon Apr 29 16:30:06 2024,0.008975982666015625,a.ri
493,set_current_user,Mon Apr 29 16:55:19 2024,0.0009961128234863281,a.ri
494,login_button_clicked,Mon Apr 29 16:55:19 2024,0.012967824935913086,a.ri
495,load_data,Mon Apr 29 16:55:20 2024,0.0029921531677246094,a.ri
496,show_user,Mon Apr 29 16:55:20 2024,0.006968498229980469,a.ri
497,set_current_user,Mon Apr 29 17:05:33 2024,0.0009989738464355469,a.ri
498,login_button_clicked,Mon Apr 29 17:05:33 2024,0.010971546173095703,a.ri
499,load_data,Mon Apr 29 17:05:33 2024,0.002992391586303711,a.ri
500,show_user,Mon Apr 29 17:05:33 2024,0.00897216796875,a.ri
501,set_current_user,Mon Apr 29 17:15:42 2024,0.000997304916381836,a.ri
502,login_button_clicked,Mon Apr 29 17:15:42 2024,0.012965679168701172,a.ri
503,load_data,Mon Apr 29 17:15:43 2024,0.0029921531677246094,a.ri
504,show_user,Mon Apr 29 17:15:43 2024,0.00898122787475586,a.ri
505,set_current_user,Mon Apr 29 17:17:42 2024,0.0009975433349609375,a.ri
506,login_button_clicked,Mon Apr 29 17:17:42 2024,0.013064384460449219,a.ri
507,load_data,Mon Apr 29 17:17:43 2024,0.0029926300048828125,a.ri
508,show_user,Mon Apr 29 17:17:43 2024,0.008994817733764648,a.ri
509,set_current_user,Mon Apr 29 17:18:35 2024,0.0009970664978027344,a.ri
510,login_button_clicked,Mon Apr 29 17:18:35 2024,0.010970115661621094,a.ri
511,load_data,Mon Apr 29 17:18:35 2024,0.002991199493408203,a.ri
512,show_user,Mon Apr 29 17:18:35 2024,0.008976459503173828,a.ri
513,set_current_user,Mon Apr 29 17:19:06 2024,0.0009970664978027344,a.ri
514,login_button_clicked,Mon Apr 29 17:19:06 2024,0.011968851089477539,a.ri
515,load_data,Mon Apr 29 17:19:07 2024,0.0029914379119873047,a.ri
516,show_user,Mon Apr 29 17:19:07 2024,0.008979558944702148,a.ri
517,set_current_user,Mon Apr 29 17:22:49 2024,0.0,a.ri
518,login_button_clicked,Mon Apr 29 17:22:49 2024,0.011968374252319336,a.ri
519,load_data,Mon Apr 29 17:22:50 2024,0.0019948482513427734,a.ri
520,show_user,Mon Apr 29 17:22:50 2024,0.008976459503173828,a.ri
521,set_current_user,Mon Apr 29 17:23:08 2024,0.000997304916381836,a.ri
522,login_button_clicked,Mon Apr 29 17:23:08 2024,0.011964797973632812,a.ri
523,load_data,Mon Apr 29 17:23:09 2024,0.0029914379119873047,a.ri
524,show_user,Mon Apr 29 17:23:08 2024,0.008978843688964844,a.ri
525,set_current_user,Mon Apr 29 17:23:22 2024,0.0009987354278564453,a.ri
526,login_button_clicked,Mon Apr 29 17:23:22 2024,0.01396632194519043,a.ri
527,load_data,Mon Apr 29 17:23:22 2024,0.0037431716918945312,a.ri
528,show_user,Mon Apr 29 17:23:22 2024,0.008730411529541016,a.ri
529,set_current_user,Mon Apr 29 17:25:49 2024,0.0009975433349609375,a.ri
530,login_button_clicked,Mon Apr 29 17:25:49 2024,0.011921167373657227,a.ri
531,load_data,Mon Apr 29 17:25:50 2024,0.0039899349212646484,a.ri
532,show_user,Mon Apr 29 17:25:50 2024,0.006981611251831055,a.ri
533,set_current_user,Mon Apr 29 17:27:30 2024,0.0009961128234863281,a.ri
534,login_button_clicked,Mon Apr 29 17:27:30 2024,0.012964010238647461,a.ri
535,load_data,Mon Apr 29 17:27:31 2024,0.002994060516357422,a.ri
536,show_user,Mon Apr 29 17:27:31 2024,0.008977174758911133,a.ri
537,set_current_user,Mon Apr 29 17:28:27 2024,0.0,a.ri
538,login_button_clicked,Mon Apr 29 17:28:27 2024,0.012965917587280273,a.ri
539,load_data,Mon Apr 29 17:28:27 2024,0.002992391586303711,a.ri
540,show_user,Mon Apr 29 17:28:27 2024,0.008970499038696289,a.ri
541,set_current_user,Mon Apr 29 17:29:27 2024,0.000997304916381836,a.ri
542,login_button_clicked,Mon Apr 29 17:29:27 2024,0.011950016021728516,a.ri
543,load_data,Mon Apr 29 17:29:28 2024,0.0029916763305664062,a.ri
544,show_user,Mon Apr 29 17:29:28 2024,0.007983207702636719,a.ri
545,set_current_user,Mon Apr 29 17:31:10 2024,0.0,a.ri
546,login_button_clicked,Mon Apr 29 17:31:10 2024,0.011949777603149414,a.ri
547,load_data,Mon Apr 29 17:31:11 2024,0.0029914379119873047,a.ri
548,show_user,Mon Apr 29 17:31:11 2024,0.009968996047973633,a.ri
549,set_current_user,Mon Apr 29 17:33:00 2024,0.0,a.ri
550,login_button_clicked,Mon Apr 29 17:33:00 2024,0.012526273727416992,a.ri
551,load_data,Mon Apr 29 17:33:01 2024,0.002992391586303711,a.ri
552,show_user,Mon Apr 29 17:33:01 2024,0.008990287780761719,a.ri
553,set_current_user,Mon Apr 29 18:04:16 2024,0.0,a.ri
554,login_button_clicked,Mon Apr 29 18:04:16 2024,0.010971307754516602,a.ri
555,load_data,Mon Apr 29 18:04:16 2024,0.0029914379119873047,a.ri
556,show_user,Mon Apr 29 18:04:16 2024,0.007989168167114258,a.ri
557,set_current_user,Mon Apr 29 18:07:28 2024,0.001995086669921875,a.ri
558,login_button_clicked,Mon Apr 29 18:07:28 2024,0.014960765838623047,a.ri
559,load_data,Mon Apr 29 18:07:28 2024,0.0029921531677246094,a.ri
560,show_user,Mon Apr 29 18:07:28 2024,0.009973764419555664,a.ri
561,set_current_user,Mon Apr 29 18:28:20 2024,0.0,a.ri
562,login_button_clicked,Mon Apr 29 18:28:20 2024,0.013962507247924805,a.ri
563,load_data,Mon Apr 29 18:28:21 2024,0.004987478256225586,a.ri
564,show_user,Mon Apr 29 18:28:21 2024,0.009973764419555664,a.ri
565,set_current_user,Mon Apr 29 18:29:18 2024,0.0009961128234863281,a.ri
566,login_button_clicked,Mon Apr 29 18:29:18 2024,0.011966705322265625,a.ri
567,load_data,Mon Apr 29 18:29:18 2024,0.0029916763305664062,a.ri
